,id,kudos,tag17,tag1,tag9,tag121,tag20845,tag38,tag20952,tag1461,tag1462,tag20991
51,570582,20687.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
52,3171550,20617.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1752638,20544.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
54,6894961,20485.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1867683,20409.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,7813126,20291.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,3135464,20181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
58,6614155,20144.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,5339486,20124.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,3178065,19921.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1704125,19869.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,4064446,19825.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
63,8416441,19811.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,7548181,19703.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8444320,19641.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,688853,19388.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
67,729134,19376.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,11193654,19347.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1651109,19241.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8293714,19222.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,12792258,19198.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,19074079,19174.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,11066478,19130.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,19153375,19035.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,16023554,18956.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
76,8799475,18950.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1725518,18938.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
78,492796,18884.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
79,5684710,18853.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1881024,18849.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
81,9523928,18720.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8211566,18697.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,347350,18639.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,520371,18602.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
85,1440232,18593.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
86,787368,18575.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,566258,18436.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
88,13253055,18332.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,5339822,18205.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
90,10404927,18105.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2304905,18050.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
92,11088315,18047.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1609838,17927.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
94,5202458,17901.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,699898,17895.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
96,1518449,17892.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
97,1319809,17888.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,11592432,17866.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100,9500051,17743.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,877251,17614.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
102,529219,17584.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
103,8091886,17581.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
104,74460,17547.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,821406,17529.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
106,1892094,17482.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
107,7568518,17270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,4232937,17178.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
109,1382857,17178.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
110,8159153,17162.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1035300,17140.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
112,1049966,17045.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,10282934,17027.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1783486,16885.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
115,391599,16842.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
116,689934,16834.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,6177703,16786.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2547755,16768.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2447843,16722.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
120,1152767,16706.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
121,8163464,16694.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,574886,16497.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
123,4148136,16474.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
124,6277216,16431.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,3377438,16384.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
126,1070742,16342.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
127,732536,16337.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
128,10901358,16282.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,91885,16280.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,4020778,16276.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
131,771875,16189.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
132,838537,16118.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,1295044,16085.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,187762,16052.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,1279837,16015.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
136,9065263,15960.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,16635728,15943.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,9052504,15899.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,614576,15888.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
140,3301085,15878.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,14707098,15801.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,9794657,15712.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,12025527,15628.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,225563,15570.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,1148039,15507.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
146,15153092,15463.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,3476741,15456.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2035458,15452.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
149,586197,15451.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
150,393688,15444.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
151,1533116,15421.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,8909155,15418.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,1599293,15418.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
154,12930393,15388.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,3346724,15356.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,8577016,15302.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
157,22114921,15293.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,467924,15283.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
159,931046,15256.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
160,745690,15251.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,401961,15247.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
162,13934538,15242.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
163,781057,15189.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
164,1510121,15184.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,702564,15113.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
166,9859880,15068.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
167,7769080,15024.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,511532,14922.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
169,8350159,14921.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2584364,14909.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
171,392041,14899.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,8738770,14883.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,8682229,14837.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,14921627,14816.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
175,785571,14749.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,604092,14738.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
177,5093456,14694.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
178,381185,14688.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
179,1077361,14688.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1704596,14665.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
181,7127210,14664.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,634290,14544.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
183,11985126,14532.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
184,15594702,14525.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
185,12402426,14468.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186,629683,14433.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,452924,14433.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
188,13853580,14412.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
189,4107487,14408.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,3073562,14403.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
191,1085028,14399.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,3254972,14391.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
193,3831403,14391.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
194,5986366,14336.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
195,3992896,14311.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
196,1134255,14309.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,12968454,14304.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
198,748486,14266.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
199,1248274,14245.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
200,15146219,14219.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201,15319668,14188.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
202,3904933,14147.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
203,922826,14023.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
204,284278,13982.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,572931,13963.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,16052816,13955.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,10799406,13951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
208,1817704,13943.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
209,359705,13942.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,13661763,13909.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,1533986,13876.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
212,15046934,13872.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
214,7883905,13831.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,21796579,13826.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,855528,13824.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,507169,13824.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
218,1668068,13808.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
219,6239806,13795.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,1164746,13786.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
221,751583,13785.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
222,9135670,13781.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,539061,13695.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
224,413304,13688.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
225,11800128,13659.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,11781915,13652.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,890665,13645.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
228,817011,13633.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
229,4797854,13618.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
230,6554059,13608.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2673572,13590.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
232,15475977,13550.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,453579,13541.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
234,7392847,13534.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
235,7637665,13481.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,335385,13470.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,13760487,13461.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
238,7189349,13461.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,535676,13444.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,10450500,13366.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,7960735,13348.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2262240,13345.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
243,496865,13323.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,5366507,13323.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,14405415,13321.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,7566577,13286.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,22080895,13264.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
248,12299730,13228.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
249,18091460,13226.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,8024368,13187.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,7680397,13179.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
252,825875,13157.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,485168,13148.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
254,413847,13146.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,342490,13146.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,5987962,13127.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,8534071,13123.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
258,2272167,13110.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
259,9122290,13091.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,14569902,13061.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
261,705037,13050.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
262,91894,13041.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,13841301,13027.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
264,16911792,13004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,574941,13001.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
266,6348223,12992.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
267,17857460,12961.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268,1497430,12952.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
269,16138103,12917.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,20309416,12912.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,826928,12900.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
272,1069420,12857.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,634774,12854.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
274,16112111,12844.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,14097021,12839.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,5276216,12813.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
277,589332,12767.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
